epoch,train_accuracy,test_accuracy
12100,1.0,0.0020883366398663466
12200,1.0,0.0021927534718596637
12300,1.0,0.002610420799832933
12400,1.0,0.002610420799832933
12500,1.0,0.0028192544638195676
12600,1.0,0.002923671295812885
12700,1.0,0.003028088127806202
12800,1.0,0.0027148376318262505
12900,1.0,0.0022971703038529813
13000,0.9877819548872181,0.0037590059517594236
13100,1.0,0.003236921791792837
13200,1.0,0.0024015871358462984
13300,1.0,0.0028192544638195676
13400,1.0,0.002610420799832933
13500,1.0,0.0027148376318262505
13600,1.0,0.0028192544638195676
13700,1.0,0.003028088127806202
13800,1.0,0.003236921791792837
13900,1.0,0.003236921791792837
14000,1.0,0.0033413386237861544
14100,1.0,0.003236921791792837
14200,1.0,0.003028088127806202
14300,1.0,0.003028088127806202
14400,0.9987468671679198,0.0037590059517594236
14500,1.0,0.003236921791792837
14600,1.0,0.003236921791792837
14700,1.0,0.0033413386237861544
14800,1.0,0.003967839615746058
14900,1.0,0.003863422783752741
15000,1.0,0.003863422783752741
15100,1.0,0.004072256447739376
15200,1.0,0.004072256447739376
15300,1.0,0.004072256447739376
15400,1.0,0.003967839615746058
15500,1.0,0.003967839615746058
15600,1.0,0.003967839615746058
15700,0.9946741854636592,0.003550172287772789
15800,1.0,0.003550172287772789
15900,1.0,0.004072256447739376
16000,1.0,0.0036545891197661065
16100,1.0,0.003550172287772789
16200,1.0,0.0037590059517594236
16300,1.0,0.003550172287772789
16400,1.0,0.0037590059517594236
16500,1.0,0.004072256447739376
16600,1.0,0.003863422783752741
16700,1.0,0.0037590059517594236
16800,1.0,0.003550172287772789
16900,1.0,0.0036545891197661065
17000,1.0,0.003550172287772789
17100,1.0,0.003236921791792837
17200,1.0,0.0033413386237861544
17300,1.0,0.0034457554557794715
17400,1.0,0.003863422783752741
17500,1.0,0.003967839615746058
17600,1.0,0.003863422783752741
17700,1.0,0.0037590059517594236
17800,1.0,0.003863422783752741
17900,1.0,0.0037590059517594236
18000,1.0,0.0036545891197661065
18100,1.0,0.0037590059517594236
18200,1.0,0.0037590059517594236
18300,1.0,0.004176673279732693
18400,1.0,0.003967839615746058
18500,1.0,0.004072256447739376
18600,1.0,0.0045943406077059625
18700,1.0,0.0037590059517594236
18800,1.0,0.0037590059517594236
18900,1.0,0.0036545891197661065
19000,1.0,0.004072256447739376
19100,1.0,0.00428109011172601
19200,1.0,0.004698757439699279
19300,1.0,0.004907591103685914
19400,1.0,0.005012007935679232
19500,1.0,0.004907591103685914
19600,1.0,0.004803174271692597
19700,1.0,0.004907591103685914
19800,1.0,0.004803174271692597
19900,1.0,0.004907591103685914
20000,0.7647243107769424,0.006787094079565626
20100,1.0,0.004698757439699279
20200,1.0,0.004803174271692597
20300,1.0,0.005116424767672548
20400,1.0,0.005429675263652501
20500,1.0,0.0053252584316591835
20600,1.0,0.005220841599665866
20700,1.0,0.0053252584316591835
20800,1.0,0.005116424767672548
20900,1.0,0.005116424767672548
21000,1.0,0.004698757439699279
21100,1.0,0.004698757439699279
21200,1.0,0.004698757439699279
21300,1.0,0.004698757439699279
21400,1.0,0.004907591103685914
21500,1.0,0.005951759423619088
21600,1.0,0.0053252584316591835
21700,1.0,0.005638508927639135
21800,1.0,0.0055340920956458185
21900,1.0,0.0055340920956458185
22000,1.0,0.00584734259162577
22100,1.0,0.0055340920956458185
22200,1.0,0.00584734259162577
22300,1.0,0.005742925759632453
22400,1.0,0.0055340920956458185
22500,1.0,0.005429675263652501
22600,1.0,0.005429675263652501
22700,1.0,0.005220841599665866
22800,1.0,0.005116424767672548
22900,1.0,0.005220841599665866
23000,1.0,0.006369426751592357
23100,1.0,0.00584734259162577
23200,1.0,0.005951759423619088
23300,1.0,0.0062650099195990395
23400,1.0,0.006369426751592357
23500,1.0,0.0062650099195990395
23600,1.0,0.0062650099195990395
23700,1.0,0.0062650099195990395
23800,1.0,0.006160593087605722
23900,1.0,0.0062650099195990395
24000,1.0,0.0062650099195990395
24100,1.0,0.006369426751592357
24200,1.0,0.006787094079565626
24300,0.9921679197994987,0.006473843583585674
24400,1.0,0.007831262399498799
24500,1.0,0.006891510911558943
24600,1.0,0.006891510911558943
24700,1.0,0.00741359507152553
24800,1.0,0.007622428735512165
24900,1.0,0.007726845567505482
25000,1.0,0.007622428735512165
25100,1.0,0.008040096063485434
25200,1.0,0.008457763391458702
25300,1.0,0.008144512895478751
25400,1.0,0.008248929727472069
25500,1.0,0.008248929727472069
25600,1.0,0.008248929727472069
25700,0.9558270676691729,0.009501931711391876
25800,1.0,0.007518011903518847
25900,1.0,0.00856218022345202
26000,1.0,0.008353346559465387
26100,1.0,0.008771013887438655
26200,1.0,0.008771013887438655
26300,1.0,0.008771013887438655
26400,1.0,0.009084264383418608
26500,1.0,0.009293098047405243
26600,1.0,0.009501931711391876
26700,1.0,0.009606348543385193
26800,1.0,0.009710765375378511
26900,1.0,0.009815182207371828
27000,1.0,0.009919599039365146
27100,1.0,0.010441683199331732
27200,0.9505012531328321,0.009606348543385193
27300,1.0,0.01169468518325154
27400,1.0,0.009919599039365146
27500,1.0,0.010337266367338414
27600,1.0,0.010650516863318367
27700,1.0,0.011381434687271588
27800,1.0,0.011381434687271588
27900,1.0,0.01127701785527827
28000,1.0,0.011590268351258223
28100,1.0,0.011903518847238176
28200,1.0,0.012112352511224809
28300,1.0,0.012425603007204761
28400,1.0,0.012530019839198079
28500,1.0,0.012738853503184714
28600,1.0,0.012530019839198079
28700,1.0,0.011381434687271588
28800,1.0,0.012112352511224809
28900,1.0,0.012738853503184714
29000,1.0,0.013469771327137935
29100,1.0,0.012947687167171347
29200,1.0,0.01367860499112457
29300,1.0,0.014096272319097838
29400,1.0,0.014513939647071109
29500,1.0,0.015036023807037694
29600,1.0,0.015453691135010965
29700,1.0,0.015662524798997598
29800,1.0,0.015766941630990915
29900,1.0,0.01555810796700428
30000,1.0,0.015453691135010965
30100,1.0,0.014513939647071109
30200,1.0,0.01482719014305106
30300,1.0,0.01555810796700428
30400,1.0,0.014513939647071109
30500,1.0,0.014722773311057742
30600,1.0,0.014722773311057742
30700,1.0,0.015140440639031012
30800,1.0,0.01524485747102433
30900,1.0,0.01524485747102433
31000,1.0,0.015453691135010965
31100,1.0,0.015453691135010965
31200,1.0,0.015871358462984233
31300,1.0,0.01597577529497755
31400,1.0,0.015871358462984233
31500,0.9843358395989975,0.016497859454944138
31600,1.0,0.015453691135010965
31700,1.0,0.015662524798997598
31800,1.0,0.015453691135010965
31900,1.0,0.014722773311057742
32000,1.0,0.01524485747102433
32100,1.0,0.015766941630990915
32200,1.0,0.01555810796700428
32300,1.0,0.015349274303017647
32400,1.0,0.01597577529497755
32500,1.0,0.01597577529497755
32600,1.0,0.016497859454944138
32700,1.0,0.016706693118930773
32800,1.0,0.016602276286937456
32900,1.0,0.016289025790957503
33000,1.0,0.017855278270857262
33100,1.0,0.017855278270857262
33200,1.0,0.017228777278897357
33300,1.0,0.017228777278897357
33400,1.0,0.017228777278897357
33500,1.0,0.017855278270857262
33600,1.0,0.017646444606870627
33700,1.0,0.01795969510285058
33800,1.0,0.017750861438863945
33900,1.0,0.017333194110890675
34000,1.0,0.016915526782917405
34100,1.0,0.016602276286937456
34200,1.0,0.017019943614910722
34300,1.0,0.017019943614910722
34400,1.0,0.016602276286937456
34500,1.0,0.01837736243082385
34600,1.0,0.01795969510285058
34700,1.0,0.017646444606870627
34800,1.0,0.018064111934843897
34900,1.0,0.01795969510285058
35000,1.0,0.01795969510285058
35100,1.0,0.017646444606870627
35200,1.0,0.017437610942883992
35300,1.0,0.01795969510285058
35400,1.0,0.018064111934843897
35500,1.0,0.018064111934843897
35600,1.0,0.018064111934843897
35700,1.0,0.01754202777487731
35800,1.0,0.01837736243082385
35900,1.0,0.019003863422783752
36000,1.0,0.019630364414743657
36100,1.0,0.018899446590790434
36200,1.0,0.017855278270857262
36300,1.0,0.017750861438863945
36400,1.0,0.018064111934843897
36500,1.0,0.01910828025477707
36600,1.0,0.019630364414743657
36700,1.0,0.020048031742716927
36800,1.0,0.020465699070690194
36900,1.0,0.02036128223869688
37000,1.0,0.02098778323065678
37100,1.0,0.02067453273467683
37200,1.0,0.02057011590268351
37300,1.0,0.020256865406703562
37400,0.9971804511278195,0.018586196094810485
37500,1.0,0.019839198078730292
37600,1.0,0.01994361491072361
37700,1.0,0.02067453273467683
37800,1.0,0.02150986739062337
37900,1.0,0.021196616894643416
38000,1.0,0.0210922000626501
38100,1.0,0.021614284222616686
38200,1.0,0.02182311788660332
38300,1.0,0.02140545055863005
38400,1.0,0.021718701054610004
38500,1.0,0.02140545055863005
38600,1.0,0.0210922000626501
38700,1.0,0.02098778323065678
38800,0.9548872180451128,0.019630364414743657
38900,1.0,0.022136368382583274
39000,1.0,0.01994361491072361
39100,1.0,0.02057011590268351
39200,1.0,0.020256865406703562
39300,1.0,0.02067453273467683
39400,1.0,0.021614284222616686
39500,1.0,0.021614284222616686
39600,1.0,0.02140545055863005
39700,1.0,0.022136368382583274
39800,1.0,0.022449618878563223
39900,1.0,0.02255403571055654
40000,1.0,0.02255403571055654
40100,1.0,0.02265845254254986
40200,1.0,0.02182311788660332
40300,0.9899749373433584,0.023598204030489716
40400,1.0,0.02307611987052313
40500,1.0,0.022031951550589957
40600,1.0,0.022136368382583274
40700,1.0,0.022345202046569906
40800,1.0,0.022345202046569906
40900,1.0,0.022867286206536493
41000,1.0,0.023180536702516446
41100,1.0,0.023180536702516446
41200,1.0,0.0234937871984964
41300,1.0,0.022762869374543176
41400,1.0,0.02265845254254986
41500,1.0,0.022762869374543176
41600,1.0,0.022240785214576588
41700,1.0,0.022345202046569906
41800,1.0,0.022867286206536493
41900,1.0,0.022345202046569906
42000,1.0,0.02182311788660332
42100,1.0,0.021718701054610004
42200,1.0,0.022031951550589957
42300,1.0,0.02192753471859664
42400,1.0,0.02150986739062337
42500,1.0,0.02182311788660332
42600,1.0,0.02192753471859664
42700,1.0,0.021614284222616686
42800,1.0,0.0210922000626501
42900,1.0,0.02150986739062337
43000,1.0,0.021301033726636734
43100,1.0,0.020778949566670146
43200,0.9370300751879699,0.027879294142215724
43300,1.0,0.02297170303852981
43400,1.0,0.022449618878563223
43500,1.0,0.02265845254254986
43600,1.0,0.023180536702516446
43700,1.0,0.023598204030489716
43800,1.0,0.02391145452646967
43900,1.0,0.024433538686436253
44000,1.0,0.025268873342382793
44100,1.0,0.025268873342382793
44200,1.0,0.025060039678396158
44300,1.0,0.025060039678396158
44400,1.0,0.025060039678396158
44500,1.0,0.025164456510389475
44600,1.0,0.024746789182416205
44700,1.0,0.023180536702516446
44800,1.0,0.0234937871984964
44900,1.0,0.024224705022449618
45000,1.0,0.02495562284640284
45100,1.0,0.024433538686436253
45200,1.0,0.024015871358462983
45300,1.0,0.024329121854442935
45400,1.0,0.024015871358462983
45500,1.0,0.024224705022449618
45600,1.0,0.024224705022449618
45700,1.0,0.024015871358462983
45800,1.0,0.023702620862483034
45900,1.0,0.02380703769447635
46000,1.0,0.024224705022449618
46100,1.0,0.02495562284640284
46200,1.0,0.025477707006369428
46300,1.0,0.025686540670356063
46400,1.0,0.025686540670356063
46500,1.0,0.025060039678396158
46600,1.0,0.025477707006369428
46700,1.0,0.02537329017437611
46800,1.0,0.026208624830322647
46900,1.0,0.026626292158295917
47000,1.0,0.026626292158295917
47100,1.0,0.02693954265427587
47200,1.0,0.02693954265427587
47300,1.0,0.0265218753263026
47400,1.0,0.025790957502349377
47500,0.9783834586466166,0.028401378302182312
47600,1.0,0.0265218753263026
47700,1.0,0.026208624830322647
47800,1.0,0.027461626814242458
47900,1.0,0.02693954265427587
48000,1.0,0.025999791166336012
48100,1.0,0.025686540670356063
48200,1.0,0.025895374334342695
48300,1.0,0.02537329017437611
48400,1.0,0.025477707006369428
48500,1.0,0.025477707006369428
48600,1.0,0.025477707006369428
48700,1.0,0.025477707006369428
48800,1.0,0.025268873342382793
48900,0.9348370927318296,0.02808812780620236
49000,1.0,0.025060039678396158
49100,1.0,0.025477707006369428
49200,1.0,0.025895374334342695
49300,1.0,0.02735720998224914
49400,1.0,0.027148376318262505
49500,1.0,0.027774877310222407
49600,1.0,0.027879294142215724
49700,1.0,0.027774877310222407
49800,1.0,0.027774877310222407
49900,1.0,0.027879294142215724
50000,1.0,0.0289234624621489
50100,1.0,0.0289234624621489
50200,1.0,0.029132296126135535
50300,1.0,0.029445546622115484
50400,1.0,0.029027879294142217
50500,1.0,0.028401378302182312
50600,1.0,0.029445546622115484
50700,1.0,0.0289234624621489
50800,1.0,0.028610211966168947
50900,1.0,0.02735720998224914
51000,1.0,0.026835125822282552
51100,1.0,0.027252793150255823
51200,1.0,0.027148376318262505
51300,1.0,0.02693954265427587
51400,1.0,0.027148376318262505
51500,1.0,0.02735720998224914
51600,1.0,0.02756604364623577
51700,1.0,0.02693954265427587
51800,0.99968671679198,0.027774877310222407
51900,1.0,0.02693954265427587
52000,1.0,0.028610211966168947
52100,1.0,0.027774877310222407
52200,1.0,0.02808812780620236
52300,1.0,0.029132296126135535
52400,1.0,0.029132296126135535
52500,1.0,0.029341129790122166
52600,1.0,0.028819045630155582
52700,1.0,0.02850579513417563
52800,1.0,0.028714628798162264
52900,1.0,0.028296961470188994
53000,1.0,0.027879294142215724
53100,1.0,0.02850579513417563
53200,1.0,0.029132296126135535
53300,1.0,0.028401378302182312
53400,1.0,0.028819045630155582
53500,1.0,0.029027879294142217
53600,1.0,0.02965438028610212
53700,1.0,0.03007204761407539
53800,1.0,0.02996763078208207
53900,1.0,0.030698548606035294
54000,1.0,0.030698548606035294
54100,1.0,0.030698548606035294
54200,1.0,0.03080296543802861
54300,1.0,0.030698548606035294
54400,1.0,0.031011799102015247
54500,1.0,0.03007204761407539
54600,0.9902882205513784,0.029758797118095436
54700,1.0,0.0289234624621489
54800,1.0,0.030176464446068706
54900,1.0,0.029236712958128852
55000,1.0,0.029445546622115484
55100,1.0,0.02965438028610212
55200,1.0,0.030176464446068706
55300,1.0,0.029863213950088754
55400,1.0,0.03048971494204866
55500,1.0,0.030176464446068706
55600,1.0,0.030698548606035294
55700,1.0,0.031325049597995196
55800,1.0,0.03007204761407539
55900,1.0,0.02965438028610212
56000,1.0,0.028819045630155582
56100,1.0,0.030280881278062024
56200,1.0,0.030176464446068706
56300,1.0,0.029758797118095436
56400,1.0,0.02996763078208207
56500,1.0,0.030176464446068706
56600,1.0,0.03090738227002193
56700,1.0,0.03111621593400856
56800,1.0,0.03090738227002193
56900,1.0,0.03080296543802861
57000,1.0,0.031011799102015247
57100,1.0,0.03111621593400856
57200,1.0,0.03090738227002193
57300,1.0,0.029863213950088754
57400,1.0,0.02965438028610212
57500,1.0,0.03038529811005534
57600,1.0,0.03007204761407539
57700,1.0,0.030176464446068706
57800,1.0,0.031220632766001878
57900,1.0,0.031011799102015247
58000,1.0,0.031325049597995196
58100,1.0,0.03090738227002193
58200,1.0,0.0319515505899551
58300,1.0,0.03205596742194842
58400,1.0,0.03163830009397515
58500,1.0,0.03080296543802861
58600,1.0,0.030698548606035294
58700,1.0,0.031220632766001878
58800,1.0,0.031011799102015247
58900,1.0,0.03142946642998851
59000,0.9636591478696742,0.032578051581915006
59100,1.0,0.03236921791792837
59200,1.0,0.03080296543802861
59300,1.0,0.031325049597995196
59400,1.0,0.03080296543802861
59500,1.0,0.030698548606035294
59600,1.0,0.031011799102015247
59700,1.0,0.03111621593400856
59800,1.0,0.031011799102015247
59900,1.0,0.03142946642998851
60000,1.0,0.031011799102015247
60100,1.0,0.03142946642998851
60200,1.0,0.03111621593400856
60300,1.0,0.03048971494204866
60400,1.0,0.03153388326198183
60500,1.0,0.033100135741881594
60600,1.0,0.03393547039782813
60700,1.0,0.03456197138978803
60800,1.0,0.03456197138978803
60900,1.0,0.0343531377258014
61000,1.0,0.03362221990184818
61100,1.0,0.03424872089380808
61200,1.0,0.03477080505377467
61300,1.0,0.0343531377258014
61400,1.0,0.03414430406181476
61500,1.0,0.0343531377258014
61600,1.0,0.034039887229821444
61700,1.0,0.0343531377258014
61800,1.0,0.03414430406181476
61900,0.8906641604010025,0.03727680902161428
62000,1.0,0.03289130207789496
62100,1.0,0.03456197138978803
62200,1.0,0.03372663673384149
62300,1.0,0.0343531377258014
62400,1.0,0.03393547039782813
62500,1.0,0.0343531377258014
62600,1.0,0.03383105356583481
62700,1.0,0.03466638822178135
62800,1.0,0.03393547039782813
62900,1.0,0.033517803069854864
63000,1.0,0.03414430406181476
63100,1.0,0.03383105356583481
63200,1.0,0.03330896940586823
63300,1.0,0.03372663673384149
63400,1.0,0.031742716925968466
63500,1.0,0.0343531377258014
63600,1.0,0.0349796387177613
63700,1.0,0.03539730604573457
63800,1.0,0.03539730604573457
63900,1.0,0.03518847238174794
64000,1.0,0.03550172287772789
64100,1.0,0.03560613970972121
64200,1.0,0.03591939020570116
64300,1.0,0.03623264070168111
64400,1.0,0.036545891197661065
64500,1.0,0.03623264070168111
64600,1.0,0.03644147436566775
64700,1.0,0.03560613970972121
64800,1.0,0.03602380703769448
64900,1.0,0.034875221885767985
65000,1.0,0.036128223869687795
65100,1.0,0.035292889213741255
65200,1.0,0.036128223869687795
65300,1.0,0.0367547248616477
65400,1.0,0.03581497337370784
65500,1.0,0.036545891197661065
65600,1.0,0.03602380703769448
65700,1.0,0.03602380703769448
65800,1.0,0.036545891197661065
65900,1.0,0.03644147436566775
66000,1.0,0.03581497337370784
66100,1.0,0.0349796387177613
66200,1.0,0.03539730604573457
66300,1.0,0.03591939020570116
66400,1.0,0.03456197138978803
66500,1.0,0.036545891197661065
66600,1.0,0.036128223869687795
66700,1.0,0.03602380703769448
66800,1.0,0.03581497337370784
66900,1.0,0.03591939020570116
67000,1.0,0.03581497337370784
67100,1.0,0.03581497337370784
67200,1.0,0.03602380703769448
67300,1.0,0.03581497337370784
67400,1.0,0.03550172287772789
67500,1.0,0.03550172287772789
67600,0.9852756892230576,0.03591939020570116
67700,1.0,0.03623264070168111
67800,1.0,0.03508405554975462
67900,1.0,0.03717239218962097
68000,1.0,0.03769447634958755
68100,1.0,0.03811214367756082
68200,1.0,0.03811214367756082
68300,1.0,0.039678396157460584
68400,1.0,0.03936514566148063
68500,1.0,0.04040931398141381
68600,1.0,0.04072256447739376
68700,1.0,0.04082698130938707
68800,1.0,0.03999164665344054
68900,1.0,0.03936514566148063
69000,1.0,0.03769447634958755
69100,1.0,0.03706797535762765
69200,1.0,0.038843061501514044
69300,1.0,0.03894747833350736
69400,1.0,0.04030489714942049
69500,1.0,0.039678396157460584
69600,1.0,0.03988722982144722
69700,1.0,0.039678396157460584
69800,1.0,0.03936514566148063
69900,1.0,0.039260728829487314
70000,1.0,0.038320977341547456
70100,1.0,0.03852981100553409
70200,1.0,0.03852981100553409
70300,1.0,0.038425394173540774
70400,1.0,0.037903310013574186
70500,1.0,0.035710556541714525
70600,1.0,0.0367547248616477
70700,1.0,0.03894747833350736
70800,1.0,0.039156311997493996
70900,1.0,0.04040931398141381
71000,1.0,0.04040931398141381
71100,1.0,0.039678396157460584
71200,1.0,0.039678396157460584
71300,1.0,0.039573979325467266
71400,1.0,0.03999164665344054
71500,1.0,0.039678396157460584
71600,1.0,0.040096063485433854
71700,1.0,0.03999164665344054
71800,1.0,0.03821656050955414
71900,1.0,0.03717239218962097
72000,1.0,0.041871149629320245
72100,1.0,0.038425394173540774
72200,1.0,0.040096063485433854
72300,1.0,0.04114023180536702
72400,1.0,0.04082698130938707
72500,1.0,0.04072256447739376
72600,1.0,0.04020048031742717
72700,1.0,0.04093139814138039
72800,1.0,0.04072256447739376
72900,1.0,0.04030489714942049
73000,1.0,0.04072256447739376
73100,1.0,0.04030489714942049
73200,1.0,0.0397828129894539
73300,1.0,0.040513730813407124
73400,1.0,0.04155789913334029
73500,1.0,0.04082698130938707
73600,1.0,0.04072256447739376
73700,1.0,0.042288816957293515
73800,1.0,0.04239323378928683
73900,1.0,0.042288816957293515
74000,1.0,0.04207998329330688
74100,1.0,0.04239323378928683
74200,1.0,0.0421844001253002
74300,1.0,0.04249765062128015
74400,1.0,0.04260206745327347
74500,1.0,0.0421844001253002
74600,1.0,0.04207998329330688
74700,1.0,0.04134906546935366
74800,1.0,0.041871149629320245
74900,1.0,0.04249765062128015
75000,1.0,0.04124464863736034
75100,1.0,0.043124151613240055
75200,1.0,0.04364623577320664
75300,1.0,0.04385506943719328
75400,1.0,0.04406390310117991
75500,1.0,0.04469040409313981
75600,1.0,0.044481570429153176
75700,1.0,0.04385506943719328
75800,1.0,0.04333298527722669
75900,1.0,0.043541818941213326
76000,1.0,0.04416831993317323
76100,1.0,0.04427273676516655
76200,0.9398496240601504,0.04322856844523337
76300,1.0,0.04375065260519996
76400,1.0,0.04563015558107967
76500,1.0,0.04677874073300616
76600,1.0,0.04719640806097943
76700,1.0,0.04688315756499948
76800,1.0,0.04636107340503289
76900,1.0,0.047091991228986115
77000,1.0,0.04771849222094602
77100,1.0,0.04636107340503289
77200,1.0,0.04615223974104626
77300,1.0,0.045838989245066304
77400,1.0,0.045421321917093034
77500,1.0,0.04531690508509972
77600,1.0,0.044899237757126446
77700,1.0,0.04469040409313981
77800,1.0,0.045003654589119764
77900,1.0,0.04615223974104626
78000,1.0,0.04604782290905294
78100,1.0,0.04636107340503289
78200,1.0,0.04719640806097943
78300,1.0,0.04771849222094602
78400,1.0,0.047509658556959385
78500,1.0,0.04740524172496607
78600,1.0,0.047509658556959385
78700,1.0,0.04730082489297275
78800,1.0,0.047509658556959385
78900,1.0,0.046674323901012844
79000,1.0,0.04646549023702621
79100,1.0,0.04615223974104626
79200,1.0,0.04865824370888587
79300,1.0,0.04897149420486582
79400,1.0,0.048867077372872506
79500,1.0,0.04876266054087919
79600,1.0,0.04991124569280568
79700,1.0,0.050955414012738856
79800,1.0,0.05043332985277227
79900,1.0,0.05022449618878563
80000,1.0,0.05032891302077895
80100,1.0,0.050642163516758903
80200,1.0,0.04980682886081236
80300,1.0,0.04938916153283909
80400,1.0,0.04949357836483241
80500,0.981829573934837,0.04385506943719328
80600,1.0,0.048449410044899235
80700,1.0,0.05032891302077895
80800,1.0,0.05126866450871881
80900,1.0,0.051999582332672024
81000,1.0,0.05210399916466534
81100,1.0,0.05179074866868539
81200,1.0,0.052417249660645295
81300,1.0,0.05262608332463193
81400,1.0,0.052417249660645295
81500,1.0,0.05189516550067871
81600,1.0,0.05147749817270544
81700,1.0,0.05210399916466534
81800,1.0,0.05210399916466534
81900,1.0,0.05085099718074554
82000,1.0,0.04876266054087919
82100,1.0,0.05179074866868539
82200,1.0,0.05179074866868539
82300,1.0,0.05252166649263861
82400,1.0,0.05273050015662525
82500,1.0,0.052834916988618565
82600,1.0,0.05293933382061188
82700,1.0,0.05210399916466534
82800,1.0,0.05179074866868539
82900,1.0,0.05179074866868539
83000,1.0,0.05220841599665866
83100,1.0,0.05085099718074554
83200,1.0,0.050642163516758903
83300,1.0,0.05043332985277227
83400,0.968358395989975,0.05189516550067871
83500,1.0,0.05126866450871881
83600,1.0,0.05220841599665866
83700,1.0,0.05346141798057847
83800,1.0,0.05440116946851833
83900,1.0,0.05429675263652501
84000,1.0,0.05398350214054506
84100,1.0,0.05398350214054506
84200,1.0,0.05398350214054506
84300,1.0,0.053252584316591835
84400,1.0,0.053252584316591835
84500,1.0,0.05419233580453169
84600,1.0,0.05419233580453169
84700,1.0,0.05356583481257179
